id;cap;sigla_provincia
7855;13874;BI
7856;13895;BI
7857;13887;BI
7858;13873;BI
7859;13866;BI
7860;13831;BI
7861;13816;BI
7862;13888;BI
7863;13874;BI
7864;13895;BI
7865;13896;BI
7866;13897;BI
7867;13898;BI
7868;13843;BI
7869;13844;BI
7870;13812;BI
7871;13814;BI
7872;13875;BI
7873;13833;BI
7874;13899;BI
7875;13867;BI
7876;13845;BI
7877;13883;BI
7878;13815;BI
7879;13816;BI
7880;13884;BI
7881;13885;BI
7882;13876;BI
7883;13817;BI
7884;13868;BI
7885;13823;BI
7886;13811;BI
7887;13844;BI
7888;13818;BI
7889;13884;BI
7890;13855;BI
7891;13847;BI
7892;13847;BI
7893;13824;BI
7894;13871;BI
7895;13856;BI
7896;13868;BI
7897;13877;BI
7898;13886;BI
7899;13887;BI
7900;13888;BI
7901;13848;BI
7902;13853;BI
7903;13812;BI
7904;13854;BI
7905;13835;BI
7906;23821;LC
7907;23881;LC
7908;23841;LC
7909;23811;LC
7910;23890;LC
7911;23891;LC
7912;23816;LC
7913;23822;LC
7914;23842;LC
7915;23883;LC
7916;23892;LC
7917;23885;LC
7918;23801;LC
7919;23802;LC
7920;23831;LC
7921;23880;LC
7922;23893;LC
7923;23817;LC
7924;23884;LC
7925;23870;LC
7926;23861;LC
7927;23862;LC
7928;23823;LC
7929;23886;LC
7930;23813;LC
7931;23845;LC
7932;23832;LC
7933;23894;LC
7934;23814;LC
7935;23824;LC
7936;23843;LC
7937;23824;LC
7938;23848;LC
7939;23805;LC
7940;23825;LC
7941;23851;LC
7942;23846;LC
7943;23852;LC
7944;23898;LC
7945;23815;LC
7946;23900;LC
7947;23827;LC
7948;23871;LC
7949;23864;LC
7950;23826;LC
7951;23832;LC
7952;23807;LC
7953;23873;LC
7954;23817;LC
7955;23847;LC
7956;23804;LC
7957;23874;LC
7958;23876;LC
7959;23811;LC
7960;23895;LC
7961;23848;LC
7962;23887;LC
7963;23854;LC
7964;23865;LC
7965;23875;LC
7966;23877;LC
7967;23833;LC
7968;23837;LC
7969;23818;LC
7970;23828;LC
7971;23855;LC
7972;23834;LC
7973;23819;LC
7974;23899;LC
7975;23849;LC
7976;23889;LC
7977;23844;LC
7978;23896;LC
7979;23835;LC
7980;23867;LC
7981;23837;LC
7982;23857;LC
7983;23868;LC
7984;23829;LC
7985;23808;LC
7986;23897;LC
7987;23879;LC
7988;23888;LC
7989;23836;LC
7990;26834;LO
7991;26821;LO
7992;26811;LO
7993;26812;LO
7994;26851;LO
7995;26822;LO
7996;26852;LO
7997;26831;LO
7998;26841;LO
7999;26842;LO
8000;26853;LO
8001;26843;LO
8002;26823;LO
8003;26866;LO
8004;26824;LO
8005;26832;LO
8006;26845;LO
8007;26833;LO
8008;26854;LO
8009;26846;LO
8010;26842;LO
8011;26834;LO
8012;26835;LO
8013;26861;LO
8014;26832;LO
8015;26813;LO
8016;26862;LO
8017;26814;LO
8018;26900;LO
8019;26855;LO
8020;26843;LO
8021;26825;LO
8022;26847;LO
8023;26866;LO
8024;26815;LO
8025;26843;LO
8026;26833;LO
8027;26836;LO
8028;26837;LO
8029;26863;LO
8030;26864;LO
8031;26816;LO
8032;26854;LO
8033;26857;LO
8034;26848;LO
8035;26817;LO
8036;26865;LO
8037;26866;LO
8038;26849;LO
8039;26826;LO
8040;26856;LO
8041;26867;LO
8042;26858;LO
8043;26838;LO
8044;26827;LO
8045;26828;LO
8046;26859;LO
8047;26818;LO
8048;26839;LO
8049;26844;LO
8050;47814;RN
8051;47841;RN
8052;47853;RN
8053;47855;RN
8054;47843;RN
8055;47836;RN
8056;47834;RN
8057;47837;RN
8058;47833;RN
8059;47838;RN
8060;47921;RN
8061;47922;RN
8062;47923;RN
8063;47924;RN
8064;47835;RN
8065;47832;RN
8066;47842;RN
8067;47822;RN
8068;47826;RN
8069;47861;RN
8070;47862;RN
8071;47863;RN
8072;47864;RN
8073;47865;RN
8074;47866;RN
8075;47867;RN
8076;47824;RN
8077;47854;RN
8078;47868;RN
8079;47869;RN
8080;59025;PO
8081;59015;PO
8082;59013;PO
8083;59016;PO
8084;59100;PO
8085;59021;PO
8086;59024;PO
8087;88824;KR
8088;88833;KR
8089;88817;KR
8090;88822;KR
8091;88834;KR
8092;88833;KR
8093;88813;KR
8094;88811;KR
8095;88836;KR
8096;88900;KR
8097;88812;KR
8098;88842;KR
8099;88841;KR
8100;88814;KR
8101;88838;KR
8102;88818;KR
8103;88837;KR
8104;88835;KR
8105;88821;KR
8106;88831;KR
8107;88817;KR
8108;88832;KR
8109;88825;KR
8110;88831;KR
8111;88816;KR
8112;88823;KR
8113;88819;KR
8114;89832;VV
8115;89832;VV
8116;89817;VV
8117;89822;VV
8118;89818;VV
8119;89816;VV
8120;89832;VV
8121;89833;VV
8122;89862;VV
8123;89823;VV
8124;89814;VV
8125;89841;VV
8126;89843;VV
8127;89815;VV
8128;89851;VV
8129;89831;VV
8130;89851;VV
8131;89863;VV
8132;89844;VV
8133;89843;VV
8134;89852;VV
8135;89823;VV
8136;89819;VV
8137;89824;VV
8138;89844;VV
8139;89861;VV
8140;89812;VV
8141;89834;VV
8142;89813;VV
8143;89866;VV
8144;89841;VV
8145;89842;VV
8146;89851;VV
8147;89853;VV
8148;89821;VV
8149;89843;VV
8150;89822;VV
8151;89822;VV
8152;89831;VV
8153;89831;VV
8154;89822;VV
8155;89864;VV
8156;89843;VV
8157;89861;VV
8158;89821;VV
8159;89834;VV
8160;89900;VV
8161;89867;VV
8162;89868;VV
8163;89867;VV
8164;28841;VB
8165;28877;VB
8166;28811;VB
8167;28899;VB
8168;28812;VB
8169;28861;VB
8170;28871;VB
8171;28831;VB
8172;28813;VB
8173;28832;VB
8174;28851;VB
8175;28842;VB
8176;28833;VB
8177;28873;VB
8178;28814;VB
8179;28821;VB
8180;28822;VB
8181;28815;VB
8182;28881;VB
8183;28875;VB
8184;28891;VB
8185;28801;VB
8186;28852;VB
8187;28865;VB
8188;28862;VB
8189;28845;VB
8190;28853;VB
8191;28863;VB
8192;28887;VB
8193;28823;VB
8194;28836;VB
8195;28883;VB
8196;28828;VB
8197;28816;VB
8198;28893;VB
8199;28876;VB
8200;28894;VB
8201;28854;VB
8202;28855;VB
8203;28895;VB
8204;28802;VB
8205;28817;VB
8206;28864;VB
8207;28843;VB
8208;28891;VB
8209;28824;VB
8210;28887;VB
8211;28877;VB
8212;28884;VB
8213;28885;VB
8214;28886;VB
8215;28818;VB
8216;28866;VB
8217;28803;VB
8218;28898;VB
8219;28896;VB
8220;28856;VB
8221;28804;VB
8222;28857;VB
8223;28838;VB
8224;28858;VB
8225;28826;VB
8226;28868;VB
8227;28859;VB
8228;28897;VB
8229;28879;VB
8230;28868;VB
8231;28921;VB
8232;28922;VB
8233;28923;VB
8234;28924;VB
8235;28925;VB
8236;28819;VB
8237;28844;VB
8238;28856;VB
8239;28805;VB
8240;28846;VB
8241;28827;VB
8242;20864;MB
8243;20886;MB
8244;20847;MB
8245;20862;MB
8246;20825;MB
8247;20882;MB
8248;20881;MB
8249;20842;MB
8250;20853;MB
8251;20813;MB
8252;20836;MB
8253;20861;MB
8254;20875;MB
8255;20857;MB
8256;20841;MB
8257;20866;MB
8258;20873;MB
8259;20816;MB
8260;20811;MB
8261;20815;MB
8262;20863;MB
8263;20856;MB
8264;20832;MB
8265;20833;MB
8266;20824;MB
8267;20855;MB
8268;20812;MB
8269;20851;MB
8270;20846;MB
8271;20821;MB
8272;20883;MB
8273;20826;MB
8274;20900;MB
8275;20835;MB
8276;20834;MB
8277;20876;MB
8278;20838;MB
8279;20885;MB
8280;20831;MB
8281;20822;MB
8282;20845;MB
8283;20884;MB
8284;20844;MB
8285;20865;MB
8286;20814;MB
8287;20854;MB
8288;20837;MB
8289;20843;MB
8290;20852;MB
8291;20871;MB
8292;20874;MB
8293;20867;MB
8294;20872;MB
8295;20823;MB
8296;20877;MB
8297;63824;FM
8298;63857;FM
8299;63838;FM
8300;63828;FM
8301;63837;FM
8302;63900;FM
8303;63816;FM
8304;63844;FM
8305;63823;FM
8306;63832;FM
8307;63834;FM
8308;63842;FM
8309;63835;FM
8310;63855;FM
8311;63858;FM
8312;63846;FM
8313;63833;FM
8314;63812;FM
8315;63841;FM
8316;63853;FM
8317;63852;FM
8318;63825;FM
8319;63815;FM
8320;63813;FM
8321;63847;FM
8322;63836;FM
8323;63843;FM
8324;63826;FM
8325;63851;FM
8326;63827;FM
8327;63848;FM
8328;63845;FM
8329;63822;FM
8330;63821;FM
8331;63831;FM
8332;63854;FM
8333;63811;FM
8334;63839;FM
8335;63856;FM
8336;63814;FM
8337;76123;BT
8338;76121;BT
8339;76011;BT
8340;76012;BT
8341;76016;BT
8342;76013;BT
8343;76017;BT
8344;76014;BT
8345;76125;BT
8346;76015;BT
8347;09031;SU
8348;09040;SU
8349;09040;SU
8350;09040;SU
8351;09021;SU
8352;09010;SU
8353;09040;SU
8354;09011;SU
8355;09013;SU
8356;09014;SU
8357;09040;SU
8358;09020;SU
8359;09010;SU
8360;09041;SU
8361;09010;SU
8362;09015;SU
8363;09040;SU
8364;09051;SU
8365;09052;SU
8366;09053;SU
8367;09010;SU
8368;09040;SU
8369;09054;SU
8370;09020;SU
8371;09055;SU
8372;09040;SU
8373;09020;SU
8374;09010;SU
8375;09040;SU
8376;09010;SU
8377;09035;SU
8378;09040;SU
8379;09040;SU
8380;09036;SU
8381;09016;SU
8382;09056;SU
8383;09020;SU
8384;09022;SU
8385;09040;SU
8386;09010;SU
8387;09023;SU
8388;09043;SU
8389;09010;SU
8390;09010;SU
8391;09057;SU
8392;09058;SU
8393;09024;SU
8394;09059;SU
8395;09010;SU
8396;09061;SU
8397;09040;SU
8398;09030;SU
8399;09020;SU
8400;09010;SU
8401;09020;SU
8402;09010;SU
8403;09010;SU
8404;09062;SU
8405;09030;SU
8406;09020;SU
8407;09040;SU
8408;09037;SU
8409;09010;SU
8410;09040;SU
8411;09026;SU
8412;09040;SU
8413;09025;SU
8414;09010;SU
8415;09040;SU
8416;09010;SU
8417;09017;SU
8418;09030;SU
8419;09040;SU
8420;09040;SU
8421;09040;SU
8422;09040;SU
8423;09038;SU
8424;09027;SU
8425;09063;SU
8426;09029;SU
8427;09064;SU
8428;09065;SU
8429;09020;SU
8430;09010;SU
8431;09040;SU
8432;09040;SU
8433;09040;SU
8434;09040;SU
8435;09019;SU
8436;09010;SU
8437;09029;SU
8438;09020;SU
8439;09020;SU
8440;09020;SU
8441;09010;SU
8442;09039;SU
8443;09020;SU
8444;09010;SU
8445;09066;SU
8446;09020;SU
8447;09020;SU
8448;09010;SU
8449;09040;SU
8450;09040;SU
8451;09049;SU
8452;09034;SU
8453;09010;SU
